Entity,Name
CSO,Majesty Community Rural Development Foundation
NGO,Majesty Literacy Foundation
NGO,"Make Poverty History, Nigeria"
NGO,Mantel Hope Foundation
NGO,Map Media Initiatives for Development
NGO,Margaret Musa Foundation for Awareness
NGO,Marian Adeleye Foundation
NGO,Marian-Hope Empowerment Initiative
NGO,Mark Ajukwara Foundation (MAF)
NGO,Mashiah Foundation
NGO,Masig Global Initiatives (Masig)
NGO,Masoma Africa Foundation for the Arts
NGO,Mass medical Mission
NGO,Masterminds
NGO,Max Reinhardt
NGO,Media Debate Initiative
NGO,Media Health Alliance
CSO,Media Rights Agenda
NGO,Media Rights Agenda
NGO,Medical Care Centre
NGO,Mental Health Advancement and Support Initiative (MEHASI)
NGO,Michael Adedotun Oke Foundation (MAOF)
NGO,Michael Imodu National Institute for Labour studies (MINILS) (Fed Min of Labour and Productivity)
NGO,Micheal and Cecilia Foundation
NGO,Millennium Initiatives Forum on Health and Social Matters
NGO,Millennuium Volunteers Foundation
NGO,Mind Foundation
NGO,MindAfrica Leadership Initiative
NGO,Miss Black World Company
NGO,Mission to Save Sight Africa Foundation
NGO,Mohammadu Anchau Foundation (MAF)
NGO,Moral Re-Armament Nigeria (MRA)
NGO,Moses Adekoyejo Majekodunmi Foundation
NGO,Moshood Abiola Vanguard for Democracy (MAVD)
NGO,Motus Health Initiative (MHI)
NGO,Move for the Enlightenment & Empowerment of Young Women
NGO,Movement for the Survival of the Ogoni People
NGO,Multiview Advocacy Network
NGO,Muslim/Christian Youth Dialogue Forum
NGO,NAC
NGO,NGO Coalition for Environment (NGOCE)
NGO,NGO Guide 2000
NGO,NGO World
NGO,NINOS Children Foundation
NGO,NISER
NGO,Naija Politics
NGO,National Association for Peace Research & Human Rights
NGO,National Association of Democratic Lawyers (NADL)
NGO,National Association of Nigerian Traders (NANTS)
NGO,"National Council of Women's Societies, Lagos State"
NGO,National Handicap Carers Association of Nigeria
NGO,National Society for Promotion of Literacy
NGO,National Youth Council of Nigeria
CSO,National Youth Movement for New Initiative
NGO,Nature Cares Resource Centre
NGO,Naturework International Research Institute
NGO,Ndidi Social Cub
NGO,Negotiation & Conflict Management Group (NCMG)
NGO,Neighbourhood Environment Watch (NEW) Foundation
NGO,Network for Justice and Democracy (NGO)
NGO,Network for Women Widows & Children in Nigeria
NGO,Network of Caring Women
NGO,Network of University Legal Aid Institutions (NULAI)
NGO,New Era Educational and Charitable Support Inititative
NGO,New Global Order Alternative (NGO-A)
NGO,New Hope Agency
NGO,New Hope Initiative
NGO,New Initiative for Social Development
CSO,Next Generation Youth Initiative International (NEGYII)
NGO,Nig Association for Women's Advancement
CSO,Niger Delta Budget Monitoring Group (NDEMUBOG)
NGO,Niger Delta Peace Network Intitative
NGO,Niger Delta Women's Forum
NGO,Niger Delta Women's Movement for Peace and Development
NGO,Nigeria AIDS Action group
NGO,Nigeria Army Officers Wives Association
NGO,Nigeria Association for the Promotion of Adolescent Health & Development
NGO,Nigeria Association in Agriculture & Development
NGO,Nigeria Association of College of Medicine
NGO,Nigeria Association of Social Workers (NASOW)
NGO,Nigeria Association of University Women
NGO,Nigeria Association of Women Journalist (NAWOJ)
NGO,Nigeria Autistic Societies
NGO,Nigeria Biographical Foundation
NGO,Nigeria Book Foundation
NGO,Nigeria Conservation Foundation (NCF)
NGO,Nigeria Council for the Child
NGO,Nigeria Dream Organization
NGO,Nigeria Environment Network
NGO,Nigeria Environmental Study Action Team (NEST)
NGO,Nigeria HABITAT Coalition
NGO,Nigeria Institute of Advanced legal Studies
NGO,Nigeria Institute of Human Rights
NGO,Nigeria Junior Chamber
NGO,Nigeria Media Women Association
NGO,Nigeria NGO Consultative Forum
NGO,Nigeria Opportunities Industrialization Centre (OIC)
NGO,Nigeria Organization for Solidarity &Development
NGO,Nigeria Society for Environmental Management & Planning
NGO,Nigeria Society for the Improvement of Rural people
NGO,Nigeria Union of Journalist (NUJ)
NGO,Nigeria Women Empowerment Network
NGO,Nigeria Youth & Culture Org
NGO,Nigeria Youth AIDS Program
NGO,Nigeria Youth Working Group on Environment & Development
CSO,Nigeria for Change International
NGO,Nigerian Association of University Women
NGO,Nigerian Coalition on Electoral Fraud and Violence
NGO,Nigerian Draughts Federation
NGO,Nigerian Environment Study/Action Team
NGO,Nigerian Institute of Public Relations Lagos state chapter
NGO,Nigerian Integrated Rural Accelerated Development Organisation (NIRADO)
NGO,Nigerian Labour Congress (NLC)
NGO,Nigerian Medical Association (NMA)
NGO,Nigerian Renaissance Movement
NGO,Nigerian Students Coalition for True Democracy
CSO,Nigerian Women Trust Fund
NGO,Nigerian Youth Action Rangers
NGO,Nigerian Youth Association
NGO,Nigerian Youth Environmental Network
NGO,Nka Uforo Iban Ibiakpan(MPCS)
NGO,O5 Center for Children
NGO,OMEP World Organisation for Early Childhood Education
NGO,Obi/Akpor Patriotic League
NGO,Odua Peoples Congress
NGO,Ofunneka Youth Empowerment Trust Fund
NGO,Oghenekevwe Michael Sejebor Foundation (OMSF)
NGO,Ogoni Youth
NGO,Oha-na-Eze Women Empowerment Association
NGO,Oil watch Africa
NGO,OjulogeARTs Leadership and Development Initiative (OLADI)
NGO,Olabisi Onabanjo University
NGO,Old Peoples Support International
NGO,Olumide Emmanuel Foundation
NGO,Omni Medical
NGO,Omonijuku Foundation
NGO,"Oneness Foundation for Aged Disabled and Children Incorporation, Nigeria (OFN)"
NGO,Operation Happy Home
NGO,Organisation (ACHDO)-Formerly Mother and Child
NGO,Organisation for Youth Empowerment and Societal Restructuring Initiative (OYESRI)
NGO,Organisation for the Advancement of Humanity and Community Development (ORAHCODE)
NGO,Organization for the Advancement of African Women (ORGAAW)
NGO,Organization for the Dev of Sports & Youth
NGO,Ornaments of Grace and Virtue Initiative (OGAV)
NGO,Orthodox Welfare Association
NGO,P.E.E.R Group
NGO,PA PHILIP AKINTOYE DEVELOPMENT FOUNDATION (PAPADEF)
NGO,PAF Media (African Films)
NGO,PEP
NGO,PERFORM
NGO,Pan African Agency for AIDS & Drug Abuse
NGO,Paradigm Initiative Nigeria
NGO,Paralegal
NGO,Parent Teachers Association of Nigeria
NGO,Parent's Forum
CSO,Partners for Electoral Reform
NGO,"Partners ""Partennaire"""
NGO,Partnership Initiatives in the Niger Delta (PIND)
NGO,Partnership for Sustainable Development (PASDEV)
NGO,Pastor Bimbo Odukoya Foundation (PBOF)
NGO,Patriotic Citizen Initiatives
NGO,Patriotic Youth of Nigeria
NGO,Paul Shola Toye Foundation (PSTFoundation)
NGO,Pauline and Wilson Foundation
NGO,Pax Africana Foundation
NGO,Pax-Amor Initiative (PAI)
NGO,Peace Movement
NGO,Peace Wonderful Women of Impact Ministry International (PWWIMI)
NGO,Peace and Development Brigades
NGO,Peace and Life Enhancement Initiative International (PLEII)
NGO,Peace and conflict Resolution Organisation
NGO,People Against HIV/AIDs in Barack
NGO,Pharmaceutical Society of Nigeria
NGO,Phelyn Skill Aquisition Center (PSAC)
NGO,Pinnacle of Hope Foundation
NGO,Planned Parenthood Federation of Nigeria (PPFN)
NGO,Platform for Helping Women and Youth Initiative
NGO,Police Officers Wives Association
CSO,Policy and Legal Advocacy Centre (PLAC)
NGO,Poor Masses Association of Nigeria
NGO,Population Welfare And Empowerment Foundation
NGO,Poverty Alleviation Network and Self Dependence Initiative
NGO,Poverty Alleviation for the Poor Initiative
NGO,Precious Family Nutriwellness and Development Foundation (PFNDF)
NGO,Primestone Habitat Africa
NGO,Prince Abubakar Audu Foundation (PAU Foundation)
NGO,Prison Officers Wives Association
NGO,Prison Reform
NGO,"Prisoners, Rehabilitation & Welfare Action (PRAWA)"
NGO,Private Sector Development Initiative
NGO,Pro-Natura International (Nigeria)
CSO,Proactive Gender Initiative
NGO,Professionals Without Frontiers (PWF)
NGO,Progressive Solidarity Forum (PSF)
NGO,Progressive Women Forum
NGO,Project Alert
NGO,Project Friendship Initiative (PFI)
NGO,Public Complaints Commission
NGO,Public Enlightenment Project
NGO,Public Thought Forum
NGO,Pure Green Africa Initiative (PGAI)
NGO,Pyramid Educational Advancement Foundation (P.E.A Foundation)
NGO,Qualitative Education Foundation
NGO,Quranic Women's Group
CSO,REGENZ
NGO,RSO limited - The Music Business people
NGO,Rainbow Synergies
NGO,Real Life International
NGO,Real Women Association of Nigeria
NGO,Real life evangelistic ministries
CSO,ReclaimNaija
NGO,Reconciliation Trainers Africa (RETA)
NGO,Reconnect Health Development Initiative
NGO,Reference Point International
NGO,Rehoboth Homes and Skills Acquisition Centre
NGO,Relief Peace and Development Inititatives
NGO,Remar Nigria
NGO,Rescue Operation International
NGO,Research Center for Democratic Gov & Social Justice
NGO,Resource Development Institute
CSO,Responsible Citizens and Human Development Initiative (RECHI)
NGO,Restore
NGO,Return to the Community Initiative
NGO,Reuben A. Okoro Foundation
NGO,Reverend Irowele
NGO,Right to Education for Development
NGO,River Blindness Foundation
NGO,Riverine Communities Health and Development Organization (RIVCHO)
NGO,Rivers Economic Development Forum
NGO,Root & Fruit Women Farmers Society of Nigeria
NGO,Royal School Educational Therapy Foundation (RSETF)
NGO,Royal integrity & Accountability Organization
NGO,Rural Friends for Development Consultations
NGO,Rural Urban Development
NGO,Rural Voices of Youth (UNICEF VOY
NGO,Rural Widows and Orphans Foundation Inc.
CSO,Rural Youth Initiative
NGO,Ruth Adeosun Care Foundation
CSO,SEGON
NGO,"SOS Children Villages, Nigeria"
NGO,ST. BRIDGET DRUG AND MENTAL HEALTH AWARENESS FOUNDATION
NGO,Safe Food and Feed Foundation
NGO,Safehaven International a.k.a Commecial Sex Workers Initiative
NGO,Safinatu Buhari Foundation
NGO,Sahara Farmers Foundation (SFF)
NGO,Saint of Charity
NGO,Sajju Institute & Research Foundation
NGO,Salvation Army
NGO,Santoscreations Educational Foundation
NGO,Save Our Future Hope Int. Initiative
NGO,Save Your Liver Foundation of Nigeria (SYLif)
NGO,Save a Soul
NGO,Save the Child Initiative
NGO,Science Environment and Development
NGO,Science Teachers Association of Nigeria
NGO,Senior Citizens & Elders Forum Nigeria
NGO,Serendipity Healthcare Organisation
NGO,Serendipity Help Foundation
NGO,Serendipity House Nigeria
NGO,Sev-an Foundation
NGO,Sexual Abuse Project (CHISAP)
NGO,Share Hope Organization
NGO,Sheikh Ahmad Al-Hamaweey Islamic Foundation
NGO,Sickle Cell Advocacy And Management Initiative (SAMI)
NGO,Sickle Cell Club
NGO,Sir Emeka Offor Foundation
NGO,Skills & Ideas Development Initiative
NGO,Skills Outside School Foundation
NGO,SmartSistas Foundation (SSF)
NGO,Social Advocacy Group
NGO,Social Science and Reproductive Health Network
NGO,Social Work Advocate
NGO,Society for Advancement of Credible Leadership Ideas and Observation (SOACREL)
NGO,Society for African Safety & Development
NGO,Society for Family Health (SFH)
NGO,Society for Hepatitis-B
NGO,Society for Rurual Women & Youth Development
NGO,Society for Telemedicine and E-Health in Nigeria
NGO,Society for Women & AIDS in Africa (SWAAN)
NGO,Society for employment and Self Reliance
NGO,Society for the Empowerment of Young Persons
NGO,Society for the Preservation and Restoration of Women Dignity
NGO,Society for the Welfare of the Blind in Nigeria (SWBN)
NGO,Society of Nigeria Artist
NGO,Society of Women Accountants of Nig
NGO,Socio-Community Youth Assiciation of Nigeria (SCOYAN)
NGO,Sola Olagunju Foundation
NGO,Solabi Yusuf Foundation
NGO,Solace for She and Child Care Initiative (SOLACE)
NGO,Soroptimist International of Nigeria
CSO,Spaces For Change
NGO,Spaces for Societal and Sustainable Development Initiative (3SDI)
NGO,Spring Nigeria Ltd
NGO,St. Michael Foundation
NGO,Staftay Empowerment Initiative
CSO,Stakeholder Democracy Network
CSO,Stand Up Nigeria (SUN)
NGO,Star Children Development Initiative
NGO,Steps To Lifeâ€¦Nigeria
NGO,Stop AIDS Organization
NGO,Stop With Us
NGO,Street Child Care and Welfare Initiative
NGO,Street Kids International
NGO,Stroke Care Advocacy Initiative (SCI)
NGO,Success Achievers Foundation
NGO,Success Attitude Development Centre
NGO,Success Gate Christian Foundation
NGO,Successful Youth Foundation
NGO,Succour for the World
NGO,Support Bridges Initiative
NGO,Support Foundation Development Center
NGO,Support Health and Education for Development (SHED)
NGO,Support Physically Challenged
NGO,Surge Africa Foundation
NGO,Sustainable Development Network
NGO,Sympathy Worldwide Foundation
NGO,Synagogue of Jewish Kingdom Churches of Nigeria (SJK Churches)
NGO,Tabitha International
NGO,TalentPlus Resources International
NGO,Teen Health Care Network
NGO,Teenage Girls Empoweermnet Centre
NGO,Teenz Global Foundation (TGF)
NGO,Tendrils of Hope
NGO,Terra-1530
NGO,Tessy Mother and Child Development
NGO,The African woman and child Advancement Initiative
NGO,The Ajumogobia Science Foundation
NGO,The Better Society Foundation (TBSF)
NGO,The Center for Development of Africa through Law CENDLAW
NGO,The Centre for Development & Population Activities
CSO,"The Centre for Social Justice, Equity and Transparency (CESJET)"
NGO,The Conservators
NGO,The Cooperation of Lloyds
NGO,The Dorcas Cancer Foundation (TDCF)
NGO,The Enabling Environment Forum Trust
NGO,The Excellent Group
NGO,The Executive Network
NGO,The Eye Opener
NGO,The Friday Osanebi Foundation (FOF)
NGO,The Friends of the Environment & Miniteen
NGO,The Future Today Foundation
NGO,The G-39 Humanity Development Synergy
NGO,The Gracious Woman Care Initiative (T.G.W.C.I)
NGO,The Hand of God Foundation
NGO,The Havids Centre for Environment and Development
NGO,The Help Initiative for Women and Children (THIWC)
NGO,The Inanna Women Empowerment Foundation (IWEF)
NGO,The Intellectual Group
NGO,The Irede Foundation
NGO,The Let Cerebral Palsy Kids Learn Foundation (
NGO,The Real Woman Foundation
NGO,Theresa Karis Foundation
NGO,Total Care Unit
NGO,Ude Nwosu Foundation (UNF)
NGO,Ummah Support Initiative (USI)
NGO,Umuobasi Women Council
NGO,Unemployment League
NGO,Uniport Artists
NGO,United Action for Democracy (UAD)
NGO,United Nations of Youth Network Nigeria
NGO,United Youths Association
NGO,United womens front
NGO,University of Bologna (MISP)
CSO,University of Maiduguri CPDDS
NGO,Unveiling Africa Foundation (UVA)
NGO,Upez African Humanitarian Development Projects
NGO,VASS Medical Foundation
NGO,VISCO Group
NGO,Ven Dr. Josiah Alozie Foundation
NGO,Verobern International Health Consultants Service
NGO,Vessel of God Charity Foundation (VGCF)
NGO,Vichis Okoye Foundation
NGO,Victoria Island & Ikoyi Resident's Association
NGO,Vision 2010
NGO,Vitamin Angels
NGO,Vitiligo Support and Awareness Foundation
NGO,Vivienne Emma-Nwakanma Foundation (VEN FOUNDATION)
NGO,Voluntary Corps
NGO,Voluntary Service Overseas
NGO,Voluntary Workcamps Association of Nigeria
NGO,WACAP
NGO,WAI Brigade of Nigeria
CSO,WANGONET
CSO,WARDC
NGO,WAZOBIA Radio
NGO,WINAI Women Initiative Nigeria (WINAI WIN)
NGO,WITED
NGO,WODECO
NGO,Walk Against Rape
NGO,Wazobia Democratic Concern
NGO,We Equip Development Initiative
NGO,We care Welfare Organization Nigeria
NGO,Wemorec
NGO,West African Management Development inst Net.
NGO,West African Media Network
NGO,West African NGO Network (WANGONET)
NGO,Whistleblowers International Foundation (WIF)
NGO,Why? Why not?
NGO,Widows Development Organisation
NGO,Wisdom Intitatives
NGO,Women & Development Movement
NGO,Women Action Society
NGO,Women Advancement and Empowerment Centre: Nigerian Women in Politics
NGO,Women Against Rape Sexual Harassment & Exploitation
NGO,Women Aid collective (WACOL)
NGO,Women Centre for Leadership & Training
NGO,Women Corona Society
NGO,Women Development & Gender Sensitive Organisation (WODEGSO)
NGO,Women Development Club
NGO,Women Empowerment Movement
NGO,Women Empowerment Youth Organization (WEYO)
NGO,Women Farmers Association of Nigeria
NGO,Women Federation for World Peace
NGO,Women In Health & Economic Development
NGO,Women Issues & Development Initiation
NGO,Women Justice Program
NGO,Women Law & Development Centre Nigeria
NGO,Women Leadership Group
NGO,Women Missionary Society
NGO,Women Network Caucus
NGO,Women Organisation of Gender Issues
NGO,Women Resource Development & Protection Agency
NGO,Women Rights and Development Centre
NGO,Women Studies Unit
NGO,Women Trafficking and Child Labour Eradication
NGO,Women United for Economic Empowerment
NGO,Women advocate research and documentation center
NGO,Women and Children Economy Development
NGO,Women and Children With Disability
NGO,Women and Children's Right Development Center
NGO,Women and New Orientation
NGO,Women and Youth Environmental Projects
NGO,Women for Democracy & Leadership
NGO,Women in Health Development
NGO,Women in Law and Development in Africa
NGO,Women in Mining in Nigeria Initiatives
NGO,Women in Nigeria
NGO,Women of Essence Foundation
NGO,Women of Grace Foundation
NGO,Women of Light Foundation (WOLF)
NGO,Women of Substance Interntioanl Organization
NGO,Women of Virtue Skill Training Centre
NGO,"Women, Youth and Children Upliftment Foundation"
NGO,Women's Aid Collective (WACOL)
NGO,Women's Board-Educational Cooperation Society
NGO,Women's Center for Peace &Development
NGO,Women's Consortium of Nigeria (WOCON)
NGO,Women's Health & Economic Development Association
NGO,Women's Health Organization of Nigeria
NGO,Women's Health Research Network in Nigeria
NGO,Women's Initiative for Self-Actualization
NGO,Women's Optimum Development Foundation (WODEF)
NGO,Women's Organisation for Gender Issues (WOGI)
NGO,Women's Research & Documentation Centre
NGO,Women's Right Action Group
CSO,Women's Right to Education Programme
NGO,Women's Rights Watch - Nigeria
NGO,Women's Technology and Empowerment Centre (W.TEC)
NGO,World Changers Foundation
NGO,World Organization for Early Childhood Education (OMEP)
NGO,World Vision International
NGO,World Water and Development Foundation
NGO,WorldWIDE Network: Nigeria Women in Development & Environment
NGO,XP Media Relations
CSO,YACORE
NGO,YESI Poverty Alleviation
NGO,Yancoop Investment Limited
NGO,Yellow Jerrycan Save a Child Foundation (YJS)
NGO,Yoruba Foundation
NGO,Yoruba Youth Women Association
NGO,Young Children Centre Point (YCCP)
NGO,Young Girls Foundation
CSO,Young Innovators of Vocational Training Initiative
NGO,Young Men Christian Association
NGO,Young Women's Christian Association of Nigeria (YWCA of Nigeria)
NGO,Young farmers Club
NGO,Youth & Enterprise Initiative
NGO,Youth & Women Empowerment Initiative (YAWEI)
NGO,Youth Action and Hope Organisation
NGO,Youth Action on Tobacco Control and Health
CSO,Youth Alert Nigeria
NGO,Youth Awareness And Guidance Organisation
NGO,Youth Awareness League
NGO,Youth Campaign Against Drug and Social Abuse
NGO,Youth Education and Leadership Initiative (YELI)
NGO,Youth Empowerment And Development Initiative (YEDI)
NGO,Youth Empowerment Foundation
NGO,Youth Empowerment and Community aids free Initiative
NGO,Youth Enhancement Organisation
NGO,Youth Enlightenment Foundation
NGO,Youth Initiative for Advo. Growth & Advancement
CSO,Youth Initiative for Advocacy Growth & Advancement. (YIAGA)
NGO,Youth Mentoring and Orientation Initiative
NGO,Youth Org Gospel Baptist Conference of Nigeria
NGO,Youth Participatory Project
NGO,Youth Regeneration Movement
NGO,Youth Rescue and Care Initiative (YORCI)
NGO,Youth Resources Development Council
NGO,Youth Watch Africa
NGO,Youth for Peace and Development in Niger Delta
NGO,Youth for Technology Foundation
NGO,Youth for Youth International
NGO,YouthCare
NGO,Zaria Educational Development Association
NGO,Zee Karatu
NGO,Zero Corruption
NGO,Zhihwi mercy foundation
NGO,Zonta International Club of Lagos